contig	aln_nanopo_out	aln_pacbio_out	MD_3_S11_L001_R_out	SRR7135606_out	SRR7135607_out	SRR7135608_out	SRR7135612_out
opera_contig_3964	0	0.392015	18.3584	1.951	1.58621	0	40.3421
opera_contig_3965	0	0	0.452813	0.837568	0	0	6.46915
opera_contig_3966	0	0	0	4.06903	2.26249	0	0
opera_contig_3967	0	0.918256	0	0	0	0	15.6549
opera_contig_3968	0.164545	0	0	0.197273	0	0	6.03364
opera_contig_3969	0	0	0	0	0	0	23.2755
opera_contig_3970	0	0	4.76273	0	0	0	23.2018
opera_contig_3971	0	0	0	0	0	0.77798	6.72975
opera_contig_3972	0	0	0	0	0	0	9.95086
opera_contig_3973	0	0.986339	5.67942	0	0	0	13.5774
opera_contig_3974	0	0	0	2.72678	2.72678	0.455373	0.236794
opera_contig_3975	0	0.819672	4.05191	15.9954	14.6776	0.454463	18.2887
opera_contig_3976	0	0	0	1.7794	2.50046	0	0
opera_contig_3977	0	0	0	0.456204	0	1.36223	3.38139
opera_contig_3978	0	0	0.906764	2.2596	0.445155	0	4.7925
opera_contig_3979	0	3.52102	0	17.1335	4.99452	0	231.402
opera_contig_3980	0	0	0	0	0	2.12443	3.78134
opera_contig_3981	0	0	0	2.44689	2.7381	0	0
opera_contig_3982	0	0	0	0.911172	2.73352	0.457875	0
opera_contig_3983	0.946838	0	0.458295	4.34647	2.73877	0	0
opera_contig_3984	0	0	0	0.227314	3.42346	18.5555	0
opera_contig_3985	0	0	0.685321	3.41743	2.75138	0	0
opera_contig_3986	0	0	0.681651	4.06789	2.03028	0.22844	0
opera_contig_3987	0	0	0	0.914679	0	0.66422	6.46606
opera_contig_3988	0	0.978899	24.0569	3.20183	0.916514	0	2.8367
opera_contig_3989	0	0.966942	0	0	0	0	19.337
opera_contig_3990	0	0	0.229568	1.37649	0.458219	0	6.13315
opera_contig_3991	0	0	0	0	0	0	34.568
opera_contig_3992	0	0	0.22886	3.64982	3.88051	0	0.744485
opera_contig_3993	0	0	1.09743	1.37592	1.36949	0	3.60754
opera_contig_3994	0	0	6.39006	0	0	0	18.3257
opera_contig_3995	0	0	0	0	0	0	14.0221
opera_contig_3996	0	0	0	2.73137	2.52714	0	0
opera_contig_3997	0	0.650046	5.27516	0	0	0	25.9049
opera_contig_3998	0.492151	0.979686	1.1542	3.23269	1.38319	0	6.78947
opera_contig_3999	0	0	0	0	0	0	14.2135
opera_contig_4000	0	0.966636	0	0	0	0	16.6636
opera_contig_4001	0	0	0.461538	3.90547	4.15199	0	0
opera_contig_4002	0	0	0	4.88693	2.28823	0	0
opera_contig_4003	0	0	0	2.31696	3.64504	0	0
opera_contig_4004	0	0	0	0	0	0	14.5139
opera_contig_4005	0	0	0.231911	2.08627	1.3859	0	4.77922
opera_contig_4006	0	0.194986	0.232126	0	0	0	11.4856
opera_contig_4007	0	0	0	2.53482	3.22006	0	0
opera_contig_4008	0	0	69.0483	2.75023	0.696379	0	1.79109
opera_contig_4009	0	0	1.62303	2.53296	2.31291	0	2.37326
opera_contig_4010	0	0	0	3.34758	2.97398	0	0.248141
opera_contig_4011	0	0.0837209	0	0	0	0	10.9367
opera_contig_4012	0	1.50047	5.76372	0	0	0	17.6837
opera_contig_4013	0	0	0	3.22977	4.17674	0.461395	0.749767
opera_contig_4014	0	0.286512	60.546	2.02419	0	0	4.1386
opera_contig_4015	0	0	8.29609	0	0	0	16.1881
opera_contig_4016	0	0	0.230912	1.39479	1.14525	0	0.104283
opera_contig_4017	0	1.93482	4.99628	1.16387	1.3892	0	2.19832
opera_contig_4018	0	0	0	0	0	0	26.4823
opera_contig_4019	0	0.976679	2.08955	0	0	0	19.7659
opera_contig_4020	0	0	4.92984	0	0	0	15.8241
opera_contig_4021	0	0.959775	2.0898	0	0	0	15.5491
opera_contig_4022	0	0	1.40225	2.30589	1.63611	0	3.61366
opera_contig_4023	0	0	1.16854	2.80337	1.39981	0	3.02809
opera_contig_4024	0	0	0	4.83224	1.6373	0	0
opera_contig_4025	0	0	0	4.14339	2.34114	0	0
opera_contig_4026	1.88931	8.79925	117.003	116.693	54.9681	1.2242	204.059
opera_contig_4027	0	0	0	4.23286	2.09953	0	0
opera_contig_4028	0	0.969953	0	2.54554	1.5108	0	4.96056
opera_contig_4029	0	0	0	4.42011	1.6062	0	0.241541
opera_contig_4030	0	1.90789	0	0	0	0	11.2284
opera_contig_4031	0	0	0	3.68139	0.934211	0	0
opera_contig_4032	0	0	0	5.16933	2.5682	0	0
opera_contig_4033	0	0	0	0	0	0	10.1552
opera_contig_4034	0	0	0	0	0	0	27.9906
opera_contig_4035	0	0.983992	0.705273	0	0	0	15.7175
opera_contig_4036	0	0.961321	1.41321	0.471698	0.471698	0.933019	5.5783
opera_contig_4037	0	0	15.2013	3.50945	0	0	0
opera_contig_4038	3.73629	12.8951	4.44802	273.923	187.141	4.71456	256.525
opera_contig_4039	0	0	19.4333	3.22706	1.17408	0.472091	2.4456
opera_contig_4040	0	0	0.42803	0	0	0	9.30492
opera_contig_4041	0	0	0	0	0	0	13.6692
opera_contig_4042	0	0	0	3.30076	2.10816	0	0
opera_contig_4043	0	0.118596	1.41651	1.41651	1.62903	0	2.17078
opera_contig_4044	0	0	0	0.236467	0	0.938272	7.68186
opera_contig_4045	0	0	0	0.21673	1.62738	5.50475	0
opera_contig_4046	0	0	67.7462	2.37262	0.94962	0	5.20437
opera_contig_4047	0	0.68411	0.949572	0	0	0	11.3425
opera_contig_4048	0	0.977165	0	0	0	0	41.2445
opera_contig_4049	0	0.507136	0	0.938154	0.474786	0.712655	14.7574
opera_contig_4050	0	0	0.21163	0	0	0	11.5691
opera_contig_4051	0	0	0.237369	2.6101	2.56339	0.467112	0.530029
opera_contig_4052	0	0.92271	0	0	0	0	16.4132
opera_contig_4053	0	0	0	0.475191	0.477099	0	6.35305
opera_contig_4054	0	0.893983	0	0	0	0	13.3954
opera_contig_4055	0	0	0.238777	2.85578	0.714422	0	1.4298
opera_contig_4056	0	0	0	24.7354	20.8376	0.798472	6.36485
opera_contig_4057	0	0	0.239006	1.66061	3.10325	0	0.107075
opera_contig_4058	0	0	0	3.34067	1.91196	0	0
opera_contig_4059	0	0	0	0	0	0	14.5435
opera_contig_4060	0	0	5.2488	0	0	0	18.8507
opera_contig_4061	0	0	24.867	5.18852	6.42201	1.43349	8.03445
opera_contig_4062	0	0	2.55268	0	0	0	19.7328
opera_contig_4063	0	0	1.42816	0	0	0	3.47126
opera_contig_4064	0	0	0	0	0	0	14.2778
opera_contig_4065	0	0	1.43295	0.478927	0	0.956897	5.9387
opera_contig_4066	0	0.981801	61.6216	3.35057	0.718391	0	2.2433
opera_contig_4067	0	0	0	2.6232	3.5791	0	0.350911
opera_contig_4068	0	0	2.62512	0	0	0	19.2061
opera_contig_4069	0	0	0	2.1256	1.89166	0	0
opera_contig_4070	0	0.53883	34.9626	3.09396	2.3883	0	17.5542
opera_contig_4071	0	0	0	0	0	0	17.7735
opera_contig_4072	0	0	4.78407	0	0	0	22.5873
opera_contig_4073	0	0	71.8944	1.91363	0.239923	0	3.84741
opera_contig_4074	0	7.30836	0	0	0	0	42.5255
opera_contig_4075	0	0	0	0	0	0	10.8961
opera_contig_4076	0	0	0	0	0	0	11.0926
opera_contig_4077	0	0	0.477338	2.86307	1.68756	0.477338	0.563163
opera_contig_4078	0	0	0	0	1.44552	0	4.63259
opera_contig_4079	0	0	0	3.54545	4.32108	0.482592	0
opera_contig_4080	0	0	0	0.482592	0.240812	0.924565	3.55706
opera_contig_4081	0	0	0	2.64666	2.41336	0	0.580833
opera_contig_4082	0	0	0	2.1581	2.9001	0	0.128031
opera_contig_4083	0	0	0	2.60524	2.88264	0	0.0931135
opera_contig_4084	0	0	0.242483	0.969932	2.41901	0	2.27255
opera_contig_4085	0	0	18.4607	2.89913	2.41513	0	1.06984
opera_contig_4086	0	0	1.45331	2.40953	0.972763	0	2.42704
opera_contig_4087	0	0	0	3.0856	2.63132	0	0
opera_contig_4088	0	0	17.0605	3.89648	1.70215	0	1.89453
opera_contig_4089	0	0	0.244141	3.36816	4.10156	0.244141	0
opera_contig_4090	0	0	0	3.57715	3.89551	0.449219	0
opera_contig_4091	0.931574	0	0	3.13099	1.25709	0	0
opera_contig_4092	0	0	0	0	2.2131	7.25024	0
opera_contig_4093	0.959922	0	46.8866	1.92571	1.46432	0	3.29814
opera_contig_4094	0	0	0	0.168297	2.36693	14.2564	0
opera_contig_4095	0	0	13.2358	2.3865	0.953033	0	50.9971
opera_contig_4096	0	0.400196	1.22211	2.05088	1.22309	0	1.43346
opera_contig_4097	0	0	0	0.438786	1.35162	3.23702	0
opera_contig_4098	0	0.974535	0	0	0	0	18.7414
opera_contig_4099	28.552	27.9	0	1832.1	1751.97	40.3118	901.475
opera_contig_4100	6.51275	59.3637	344.018	1644.88	1293.77	2431.72	3463.95
opera_contig_4101	0	0	0	2.94112	2.93817	0	0
opera_contig_4102	0	0	0	3.75859	3.34053	0	0.263003
opera_contig_4103	0	0	0	3.87242	4.83219	0.244357	0
opera_contig_4104	0	0	0	0.980354	2.37033	0.491159	0
opera_contig_4105	0	0	0	0	0	0	10.3314
opera_contig_4106	0	0	1.71976	2.92232	1.47394	0	4.56441
opera_contig_4107	0	0	0	0	0.246063	0.983268	7.02953
opera_contig_4108	0	0	73.3937	0.729331	1.82382	0	2.63091
opera_contig_4109	0	0	8.29163	0	0	0	19.9606
opera_contig_4110	0	0	1.2197	3.32808	2.6936	0	3.55271
opera_contig_4111	0	0.453202	65.8069	15.5478	9.19704	104.634	0.760591
opera_contig_4112	0	0.970443	0	1.96847	0.491626	0	4.98818
opera_contig_4113	0.945813	0	0	0	0.491626	0.905419	6.17143
opera_contig_4114	0	0	0	0.298124	1.78875	4.98914	0
opera_contig_4115	0	0	0	0	0	1.85489	5.18164
opera_contig_4116	0	0	0	2.56126	3.20059	0	0
opera_contig_4117	0	0	0	0	0	6.53762	0
opera_contig_4118	0	0	59.3419	0.936571	0.494549	0	5.99504
opera_contig_4119	0	0.877976	0.987103	0	0	0	18.3601
opera_contig_4120	0	0	0	1.97917	4.9375	0	0.563492
opera_contig_4121	0	0	0.248016	2.78869	2.44048	0.992063	0
opera_contig_4122	0	0	7.667	0	0	0	14.9225
opera_contig_4123	0	0	0	1.45626	1.98708	0.497018	0
opera_contig_4124	0	0	0	11.4876	11.7353	0	9.92338
opera_contig_4125	0	0.99204	5.21393	0	0	0	20.9473
opera_contig_4126	0	0	0	0	0	0	15.6235
opera_contig_4127	0	0	0	0	0	0.462612	4.58325
opera_contig_4128	0	0.907278	0	0	0	0	25.0907
opera_contig_4129	0	0	0.248255	4.41974	0.996012	0	0.592223
opera_contig_4130	0	0	0	1.73653	3.98104	0	0.262475
opera_contig_4131	0	0	0	0	0	0	10.7196
opera_contig_4132	0	0	0	0	0	4.59041	0
opera_contig_4133	0	0	6.949	0	0	0	16.835
opera_contig_4134	0	0	0	0	0.466	0.898	6.591
opera_contig_4135	0	0	0	2.492	0.987	0.494	0.286
opera_contig_4136	0	0	0	2.48248	4.21221	0	0.186186
opera_contig_4137	0	0	0	0	0	3.43944	3.57558
opera_contig_4138	0	0	0	0	0.497497	1.49149	4.04905
opera_contig_4139	0	0	0	1.4654	2.97091	0	0
opera_contig_4140	0	0	0	2.5005	2.45135	0	0.251755
opera_contig_4141	0	0	0	0	0	2.44935	2.2327
opera_contig_4142	0	0	0	0	0.501505	1.94082	6.1996
opera_contig_4143	0	0	0.25	3.91767	3.97892	0	0
opera_contig_4144	0	0	0	0	0.501004	4.77209	0
opera_contig_4145	0	0	47.3327	1.50251	1.00302	0	3.05226
opera_contig_4146	0	0	56.5885	1.00302	1.50805	0	3.71026
opera_contig_4147	0	0	2.76459	1.50402	0.503018	0	2.50201
opera_contig_4148	0	0	0	0	1.78974	12.7495	0
opera_contig_4149	0	0	17.0302	2.76714	0.504032	0	1.36492
opera_contig_4150	0	0	0	0	0	0	11.8145
opera_contig_4151	0	0.355847	5.76915	0	0	0	15.4375
opera_contig_4152	0	0.520686	7.11705	0	0	0	21.0616
opera_contig_4153	0	0	0	3.27144	3.01816	0	1.12008
opera_contig_4154	0	0	0	1.51365	3.77048	0	0
opera_contig_4155	0	0	0	0	0	0	12.9879
opera_contig_4156	0	2.79534	0	0	0	0	18.9027
opera_contig_4157	0	1.77586	0	0	0	0	25.6684
opera_contig_4158	0	0	23.8032	4.29615	1.50609	0	1.8144
opera_contig_4159	0	0	0	3.48426	1.98985	0	0.735025
opera_contig_4160	0	0.953299	0	0	0	0	13.4386
opera_contig_4161	0	0.512716	0	0	0	0	8.81384
opera_contig_4162	0	0.968464	1.52289	0	0	0	18.944
opera_contig_4163	0	0	0	1.7762	1.99186	0.506612	0
opera_contig_4164	1.28993	6.05595	71.5972	192.058	71.6724	105.256	67.6338
opera_contig_4165	0.440937	0	0.254582	19.7678	17.0713	4.17617	1.41548
opera_contig_4166	0	0	0	3.29226	3.04481	0	0
opera_contig_4167	0	0	2.53666	4.23116	5.03462	0	2.31161
opera_contig_4168	0	0	0	2.42508	2.7788	0	0
opera_contig_4169	0	0	0	0	0	0	28.9929
opera_contig_4170	0	0.953061	0.255102	0	0	0	12.15
opera_contig_4171	0	0	7.05408	0	0	0	13.3061
opera_contig_4172	0	0	54.2635	3.05312	1.02043	0	2.0715
opera_contig_4173	0	0	0	4.54192	2.55317	0	0
opera_contig_4174	0	0.927329	0	0	0	0	15.5691
opera_contig_4175	0	0	0	1.53128	2.51487	0	0.24
opera_contig_4176	0	2.57538	16.2144	0	0	0	38.1446
opera_contig_4177	0	0	0	0	0	0	17.0216
opera_contig_4178	0	0	0	4.77926	2.54415	0	0
opera_contig_4179	0	0	0	2.79774	0.256674	0	5.05647
opera_contig_4180	0	0	0.256937	22.517	31.7359	1.9815	174.895
opera_contig_4181	0	0	0	0	0	0	18.6906
opera_contig_4182	0	0.976362	4.58787	0	0	0	19.778
opera_contig_4183	0	0	0	0	0.318602	5.04522	0
opera_contig_4184	0	0	0	0.770812	0	1.02672	5.0555
opera_contig_4185	0	0	0	0	0	0	20.0648
opera_contig_4186	0	0	18.8004	2.27881	1.52469	0	2.98765
opera_contig_4187	0	0	0	0	0	0	8.25644
opera_contig_4188	0	0	0.257467	1.89598	3.59526	0.508754	0.745623
opera_contig_4189	0	0	0	0	0.838311	3.47168	0
opera_contig_4190	0	0	1.53656	2.82801	1.24923	0	2.71679
opera_contig_4191	0	0	0	0	0	0	13.6784
opera_contig_4192	0	1.14742	0	0	0	0	6.97835
opera_contig_4193	0	0	0	0	0	0.959794	7.87423
opera_contig_4194	0	0.981424	0	0	0	0	11.9959
opera_contig_4195	0	0	3.05475	11.2087	8.96384	0.515496	19.6736
opera_contig_4196	0	0	0	0	0	0	8.10847
opera_contig_4197	0	0.918304	0	0	0	0	34.9669
opera_contig_4198	0	0	4.88521	0	0	0	17.3806
opera_contig_4199	0	0	0	0	0	2.00207	4.9183
opera_contig_4200	0	0	0	2.53981	1.45708	0.972079	0
opera_contig_4201	0	0	0	2.53313	4.55383	0	0.0766046
opera_contig_4202	0	0	0	0	0	0	14.3861
opera_contig_4203	0	0.0632124	15.8922	3.09326	1.02073	0	1.18031
opera_contig_4204	0	0.981328	55.5705	0.259336	1.03527	0	3.09647
opera_contig_4205	0	0	1.03738	2.33645	0.518172	0	1.81828
opera_contig_4206	0	0	63.8659	1.02287	1.55717	0	4.54054
opera_contig_4207	0	0	0	0	0	0	11.6552
opera_contig_4208	0	0	0	0	0	0	7.83229
opera_contig_4209	0	0	0	3.37812	0.520833	0	2.49688
opera_contig_4210	0	0	0.777894	3.38373	0.260688	0	4.72888
opera_contig_4211	0	0.840459	8.45777	3.10219	0.502607	0.711157	48.2503
opera_contig_4212	0	15.1867	6.17623	0	0	0	186
opera_contig_4213	0	0	0	3.56681	2.60647	0	0
opera_contig_4214	0	0.950939	1.03862	1.52923	1.55324	0	1.87056
opera_contig_4215	0	0	0	2.85789	1.04389	0	0
opera_contig_4216	0	0	0	3.08682	1.53661	0	0
opera_contig_4217	0	0	0	0	0	1.5272	6.32113
opera_contig_4218	0	0	12.2458	1.04498	2.56904	0	2.12762
opera_contig_4219	0	0	1.23037	4.66911	2.60733	0	0.284817
opera_contig_4220	16.777	128.39	90.2974	355.069	286.354	508.683	1565.49
opera_contig_4221	0	0.954927	0	0	0	0	26.8564
opera_contig_4222	0	0	0	0	0	0	11.2421
opera_contig_4223	0	0	8.08386	0	0	0	19.0933
opera_contig_4224	0	0	0	0	0	0	10.1462
opera_contig_4225	0	0	2.09989	0	0	0	21.8559
opera_contig_4226	0	0	2.63119	0	0	0	17.7134
opera_contig_4227	0	0	0	3.14331	3.39726	0	0.596417
opera_contig_4228	0	0	0	0	1.39199	6.71128	0
opera_contig_4229	0	0.979958	6.06013	0	0	0	23.1308
opera_contig_4230	0.761603	0	29.5306	20.961	0.238397	0	3.83122
opera_contig_4231	0	0	0	0.75396	0.75924	1.05597	0
opera_contig_4232	0	0	0	0	1.96832	8.61774	0
opera_contig_4233	0	0	0.252643	0	0	0	9.07928
opera_contig_4234	0	0.959788	55.419	2.3746	0.529101	0	2.22011
opera_contig_4235	0	0	0	0	0	0	11.1419
opera_contig_4236	0	0	66.2225	2.11123	0.527542	0	4.47034
opera_contig_4237	0	0	0	2.59491	4.16861	0	0
opera_contig_4238	0	1.41189	0	0	0	0	21.4989
opera_contig_4239	0	0	0	0	0	0	11.5732
opera_contig_4240	0	0	41.7768	1.4102	1.85866	0	1.58874
opera_contig_4241	0	0	0	0.295745	1.72553	3.97872	0
opera_contig_4242	0	0.97234	7.92021	0	0	0	19.1372
opera_contig_4243	0.949947	0	58.804	3.98296	0.532481	0	1.40682
opera_contig_4244	0	0	23.436	2.61727	1.31343	0	1.05864
opera_contig_4245	0	0	2.39446	2.62367	1.84542	0	1.47655
opera_contig_4246	1.37953	0.701493	21.1311	56.9723	11.4659	53.1183	0.729211
opera_contig_4247	0	1.29638	2.32196	1.0661	1.05864	0	3.4339
opera_contig_4248	0	0	0	2.66702	2.60939	0	0
opera_contig_4249	0	0	45.2593	3.72359	1.06617	0	3.65955
opera_contig_4250	1.40598	34.8974	95.6122	371.466	287.172	682.741	846.884
opera_contig_4251	0	0.501068	0.534188	51.2831	35.8344	0.318376	45.9412
opera_contig_4252	0	0	0	0.53369	4.74759	0	0.373262
opera_contig_4253	0	0	0	0	0	1.51444	4.97005
opera_contig_4254	0	0	14.9968	3.07816	3.66167	0	1.28158
opera_contig_4255	0	0	0	0	0	0	11.8533
opera_contig_4256	0.961456	4.91756	2.11242	64.8405	46.6039	0.535332	77.258
opera_contig_4257	0	0	0	0	0	0	18.9218
opera_contig_4258	0	0	0	0	0	0	14.5075
opera_contig_4259	0	0	0	0	0	0	7.83584
opera_contig_4260	0	0	0	3.17615	0.79377	0.537057	0.566058
opera_contig_4261	0	0	0	3.20945	3.47154	0	0.864662
opera_contig_4262	0	1.84425	66.9893	2.14501	0.537057	0	2.22556
opera_contig_4263	0	0	0	3.7014	2.68206	0.535983	0
opera_contig_4264	0	0	0	0	0	0	12.1129
opera_contig_4265	0	0	3.99785	0	0	0	17.9225
opera_contig_4266	0	0	0	0	0.269107	0.977395	5.41227
opera_contig_4267	0	0	0	0.544672	0	4.57481	0
opera_contig_4268	0	0	33.0797	2.93757	0.538213	0	4.81055
opera_contig_4269	0	0	2.3847	2.65517	1.60022	0	4.1778
opera_contig_4270	0	1.06041	0	25.3765	17.3085	0	88.7389
opera_contig_4271	0	0	86.0237	1.60194	1.31284	0	5.3657
opera_contig_4272	0	0	0	0	0	0	7.95032
opera_contig_4273	1.52216	0	0.802162	23.9503	25.3524	3.60216	0.287568
opera_contig_4274	0	0	3.47243	0	0	0	15.4551
opera_contig_4275	0	0	14.5162	1.61472	1.62229	0	2.82251
opera_contig_4276	0	0	62.6851	2.42965	0.540043	0	4.36905
opera_contig_4277	0	0	0	2.67641	3.75541	1.08225	0
opera_contig_4278	0	0.309524	0	2.68939	1.07143	0	2.42424
opera_contig_4279	0	0	2.15926	1.62189	1.34561	0	6.52979
opera_contig_4280	0	0	0	1.61647	1.62405	0	1.87324
opera_contig_4281	0	0	1.08342	1.61972	0.270856	0.540628	3.62189
opera_contig_4282	1.91983	5.02817	1.08234	237.151	221.716	5.39762	108.121
opera_contig_4283	1.33261	7.15926	0.811484	232.105	193.098	6.47454	114.774
opera_contig_4284	0	0	0	0	0	0	34.8525
opera_contig_4285	0.950108	6.87852	27.0922	57.6573	42.5564	4.85792	83.6443
opera_contig_4286	0	0	3.47666	2.97828	1.08469	0	0.942454
opera_contig_4287	0	0	10.4039	1.60152	0.795874	0	64.9088
opera_contig_4288	0	0	0	2.6663	5.39565	0	0
opera_contig_4289	0	0	0	0	0	6.1654	0
opera_contig_4290	0.905229	0	0	0.793028	1.63399	0	0.622004
opera_contig_4291	0	0	0	0	0	0	13.5459
opera_contig_4292	0	0.335886	0.095186	0	0	0	11.0098
opera_contig_4293	0	0	0	3.50602	2.15444	0	0
opera_contig_4294	0	0	0	0	0	0	30.0635
opera_contig_4295	0	0	0.795181	1.6287	1.08872	0	2.83023
opera_contig_4296	0	0.73494	63.2004	1.91019	0	0	5.24206
opera_contig_4297	0	0	1.09101	3.79934	2.73904	0	2.24342
opera_contig_4298	0	0.923246	2.1864	0	0	0	17.6546
opera_contig_4299	0	0	5.73326	0	0	0	14.1109
opera_contig_4300	0	0	0	3.27113	1.64435	0.54775	0
opera_contig_4301	0	0	0	2.88584	1.36663	0	0.384193
opera_contig_4302	0	2.53677	0	0	0	0	24.6498
opera_contig_4303	0	0	51.3952	1.64435	0.54775	0	6.10318
opera_contig_4304	0	0	0	0	0.548352	0.508791	3.89011
opera_contig_4305	0	0	0	0	0	0	9.16172
opera_contig_4306	0	0	0	4.65639	2.6685	0	0
opera_contig_4307	0	0	0	3.19273	1.63546	0.549559	0
opera_contig_4308	0	4.39427	0.550661	425.578	378.93	7.63326	191.764
opera_contig_4309	0	0	55.5991	2.42181	0	0	3.34802
opera_contig_4310	0	0.964758	67.217	1.09361	2.18833	0	3.96476
opera_contig_4311	0	0	16.902	3.56938	1.09692	0	0.947137
opera_contig_4312	0	0	0	2.20287	2.46968	0	0
opera_contig_4313	0	0	1.37707	4.07828	0.825799	0	0
opera_contig_4314	0	0	0	0	0	0	20.2296
opera_contig_4315	0	0	0	0	0	0	12.5938
opera_contig_4316	0	0	0	0	0	0	11.7903
opera_contig_4317	0	0	0	0	0.511038	4.12693	0
opera_contig_4318	0	0.917035	0	0	0	0	21.7976
opera_contig_4319	0	0	1.10619	2.21128	1.08739	0	2.63938
opera_contig_4320	0	0	0	0	0	0	29.5205
opera_contig_4321	0	0.248337	0	0	0	0	17.1619
opera_contig_4322	0	0.299335	0	0	0	0	14.6452
opera_contig_4323	0	0	0	3.28968	3.0333	0	0.237514
opera_contig_4324	0	0	0.277469	1.61265	2.48169	0	0.301887
opera_contig_4325	0.54273	13.5083	0	122.434	91.7913	1.37736	69.3174
opera_contig_4326	0	0.755556	0	3.01111	2.16333	0	0
opera_contig_4327	0	0	0.828889	2.2	3.68778	0	0
opera_contig_4328	0	0.943333	58.2711	1.92667	0.554444	0	2.33889
opera_contig_4329	0	1.51724	0	0	0	0	14.9477
opera_contig_4330	0	0	0	0	0	0	13.396
opera_contig_4331	0	0	0	3.56507	3.33037	0	0.591769
opera_contig_4332	0	0	67.7742	1.66518	0.555061	0	2.53726
opera_contig_4333	0	1.76085	0	0	0	0	15.2636
opera_contig_4334	0	0	0	0	0	0	25.137
opera_contig_4335	0	0	0	0	0	0	9.29065
opera_contig_4336	0	0.929844	0.278396	1.07572	2.21381	0	1.84633
opera_contig_4337	0	0.966592	13.49	3.85857	0.555679	0	0.967706
opera_contig_4338	0	0	0	0	0	1.11136	6.64254
opera_contig_4339	0	0	0	0	0	0	12.6254
opera_contig_4340	0	0.9699	22.7179	5.20401	0.557414	0	0.575251
opera_contig_4341	0	0	0	0	0	0	23.5942
opera_contig_4342	0	0	0	0	0	0	21.7355
opera_contig_4343	0	0	0	0	1.39665	4.30168	0
opera_contig_4344	0	0.52514	0	0	0.834637	2.23017	4.57318
opera_contig_4345	0	0	0	2.39597	2.73154	0	0
opera_contig_4346	0	1.28859	0	0	0	0	19.2975
opera_contig_4347	0	0	0	2.46532	1.08054	0	0
opera_contig_4348	0	2.94966	0	112.532	67.038	0.400447	179.48
opera_contig_4349	15.1758	6.54311	3.34714	483.877	421.424	11.6013	187.945
opera_contig_4350	0	0	0	3.07511	3.85314	0	0
opera_contig_4351	0	0	0	0	0	2.23543	5.93274
opera_contig_4352	0.818386	1.34753	0.550448	80.6065	65.8027	2.79709	71.1054
opera_contig_4353	0	0.664422	0	0	0	0	11.0943
opera_contig_4354	0.94725	0	0	3.34905	3.07856	0	0
opera_contig_4355	0	0	0.837262	2.78339	1.12121	0	1.73176
opera_contig_4356	0	0	0	1.95618	1.67753	0	0.337079
opera_contig_4357	9.58315	8.82921	252.182	841.538	986.579	25.0247	268.384
opera_contig_4358	0	0	0.841573	2.18539	0.841573	0	2.22472
opera_contig_4359	0	0	0	5.89527	1.96847	0	0.273649
opera_contig_4360	0	0	0	2.52477	3.61712	0	0
opera_contig_4361	0	0	0	0	0	0	13.3315
opera_contig_4362	0	1.91648	4.77427	0	0	0	19.2788
opera_contig_4363	0	0	0	1.61625	1.36117	0.564334	0.527088
opera_contig_4364	0	0	0	0	0	0	15.2927
opera_contig_4365	0	0.558192	53.2328	2.80791	2.25537	0	1.64633
opera_contig_4366	0	0	0	0	0	2.8226	4.1661
opera_contig_4367	0	0	0	2.52149	3.38348	0	0.598416
opera_contig_4368	0	0.423077	1.40498	0	0	0	18.7839
opera_contig_4369	0	0	0	0	0.524887	3.98756	0
opera_contig_4370	0	0	49.509	2.25	1.62104	0	1.3552
opera_contig_4371	0	0	55.8993	3.66403	0	0	3.38009
opera_contig_4372	0	0	1.1325	1.65685	0.565119	0	2.9581
opera_contig_4373	0	0	0.847112	1.41223	0.566251	0	3.32616
opera_contig_4374	0	0	3.11578	2.53575	2.55165	0	0
opera_contig_4375	0	0	0	2.25993	3.66629	0.345062	0
opera_contig_4376	0	0.950057	11.6822	0.567537	1.55165	0	29.0829
opera_contig_4377	0	0	0	0	0	0	7.53182
opera_contig_4378	0	0	52.091	3.38453	0	0	3.23208
opera_contig_4379	0	0	0	3.3918	5.74943	0.567198	0.600228
opera_contig_4380	0	1.83257	0.853075	55.1936	45.7005	0.535308	49.6264
opera_contig_4381	0	0	49.7585	0.503417	0	0	4.63098
opera_contig_4382	0	2.8244	0	9.23831	6.42645	0.570125	13.4025
opera_contig_4383	0	0	0	0	1.22374	4.14155	0
opera_contig_4384	0	0	1.11301	1.41781	3.12443	0	2.38356
opera_contig_4385	0	0	0	2.27086	5.08	0	0
opera_contig_4386	0	0	0	0	0	0.571101	5.09748
opera_contig_4387	0	1.95298	10.656	0	0	0	17.0103
opera_contig_4388	0	0.928899	0	0	0	0	11.07
opera_contig_4389	0	0	0	0	0	0	8.32225
opera_contig_4390	0	0	0	2.27752	2.57798	0	0
opera_contig_4391	0	0	0	2.27752	3.99771	0	0.31422
opera_contig_4392	0	0	0	0.573394	3.97477	0	2.32569
opera_contig_4393	0	0	0	2.28358	2.82434	0	0
opera_contig_4394	0	0	2.56716	0.574053	0.571757	0	2.77153
opera_contig_4395	0	0	1.37887	2.85993	0	0	1.31114
opera_contig_4396	0	0	0	3.3908	4.56782	0	0
opera_contig_4397	0	0	0	0	0	0	11.8803
opera_contig_4398	0	0	0	3.1394	4.30415	0	0.299539
opera_contig_4399	0	0.33871	4.54954	0	0	0	14.2327
opera_contig_4400	0	0	0	0	0	0	13.3998
