contig	aln_nanopo_out	aln_pacbio_out	MD_3_S11_L001_R_out	SRR7135606_out	SRR7135607_out	SRR7135608_out	SRR7135612_out
opera_contig_861	0	0.217746	22.9156	3.87568	1.86094	0.0938967	2.00423
opera_contig_862	0	0.420103	0.231752	0	0	0	20.9731
opera_contig_863	0	0.227068	0	0	0	0	32.9344
opera_contig_864	0	0	0.0970508	3.24413	3.37595	0.175068	0.0239329
opera_contig_865	0	1.38704	0	0	0	0	29.4589
opera_contig_866	0	1.2154	0	0	0	0	31.4163
opera_contig_867	0	0	0	3.31778	3.73727	0.426291	0
opera_contig_868	0	0.047808	3.08985	0	0	0	19.8452
opera_contig_869	0	0	20.208	3.94523	2.02886	0	2.61338
opera_contig_870	0	0	0	0	0	0	24.4813
opera_contig_871	2.0249	5.66668	0.324104	156.178	144.008	3.45874	85.9937
opera_contig_872	0	1.09924	0.118554	0	0	0	31.4327
opera_contig_873	0	0.645543	4.04342	0	0	0	22.9213
opera_contig_874	0	0	0	4.0234	3.42135	0.0699074	0
opera_contig_875	0	0	22.5098	4.26233	2.95031	0.0773576	2.2426
opera_contig_876	0	0.776308	11.5335	2.26711	0.906843	0	48.181
opera_contig_877	0	0	0.047934	36.7539	0.285591	0	0
opera_contig_878	0	0	20.3427	4.79766	1.9767	0.0471807	2.16897
opera_contig_879	0	0.576543	21.7451	5.07649	2.51838	0.0478933	2.69172
opera_contig_880	0	45.3863	1.93435	0	0	0	641.728
opera_contig_881	0	0.282837	22.1409	4.24651	2.31849	0	2.04568
opera_contig_882	0.0319591	0.725693	17.8666	9.00541	8.52911	0.88655	22.5042
opera_contig_883	0	0.754408	0	0	0	0	33.0532
opera_contig_884	0	0.114751	20.8986	4.80645	2.1227	0	1.68172
opera_contig_885	0	2.12282	5.71491	0	0	0	19.8846
opera_contig_886	0	0.0961801	19.6262	4.99474	2.06022	0.0974469	2.23231
opera_contig_887	0	1.48825	0	0	0	0	31.4863
opera_contig_888	0	0.104248	25.0883	4.24667	1.72328	0.0481597	3.12471
opera_contig_889	0	0.203142	4.68768	0	0	0	18.0295
opera_contig_890	0	0.160527	0.309559	4.43914	3.65075	0.0742706	0
opera_contig_891	0	0.601416	20.4016	5.56484	2.73729	0.0490611	1.96677
opera_contig_892	0	1.13262	0	0	0	0	27.8373
opera_contig_893	0	1.06594	19.5178	16.538	9.36313	1.13967	21.5777
opera_contig_894	0	0	0.14687	3.88132	4.60877	0.229867	0
opera_contig_895	0	0.0260458	0	9.65884	9.35714	0.128453	1.81837
opera_contig_896	0	0.862712	0	0	0	0	32.2417
opera_contig_897	0	0.0321752	0	1.85196	1.96416	0.043075	0.0638788
opera_contig_898	0	0	0.0225388	3.44969	2.80463	0.0900649	0.00901551
opera_contig_899	0	0	0	2.75134	2.83723	0.14878	0
opera_contig_900	0	0.252779	0	0	0	0	29.2634
opera_contig_901	0	1.63447	4.16075	0	0	0	13.1236
opera_contig_902	0.130859	0	0.0248781	3.98736	2.82138	0.361329	0.105981
opera_contig_903	0	0.350134	0.0494073	0	0	0	21.3041
opera_contig_904	0	1.25214	0	0	0	0	34.7315
opera_contig_905	0	1.47482	0	0	0	0	30.7219
opera_contig_906	0	0.351767	2.59094	0	0	0	19.5358
opera_contig_907	0	0	0.0151395	2.47317	2.10987	0.0560954	0.0749068
opera_contig_908	0	16.3325	0.623125	0	0.025005	0	271.247
opera_contig_909	0	0.730206	6.57757	0	0	0	22.0644
opera_contig_910	2.11655	0.027806	0.0506612	17.734	13.7296	2.03774	1.65212
opera_contig_911	0	0	0.0250402	3.2325	3.20032	0.194087	0.0183025
opera_contig_912	0	1.09825	0.548368	0	0	0	31.2808
opera_contig_913	0	0	4.39641	0	0	0	20.3884
opera_contig_914	0.960761	0	21.5486	3.97017	2.21693	0.101032	2.13046
opera_contig_915	0	0.678907	20.477	5.18139	2.94011	0.100759	2.72777
opera_contig_916	0	1.73117	0	0	0	0	20.0507
opera_contig_917	0	0	0	4.25033	3.65627	0.0865942	0
opera_contig_918	0	0.857811	0.0254091	0	0	0	31.4874
opera_contig_919	0	1.41123	2.79291	0	0	0	19.7191
opera_contig_920	0	0.708431	0.126109	0	0	0	31.6187
opera_contig_921	0	0.795188	0.025181	0	0	0	33.6028
opera_contig_922	0	0.247604	31.6068	3.80471	3.92974	0.131246	3.37895
opera_contig_923	0	0.195559	5.40473	0	0	0	19.8629
opera_contig_924	0	0	23.2961	4.1553	2.12086	0.102512	2.58585
opera_contig_925	0	1.18581	4.69057	0	0	0	18.065
opera_contig_926	0	1.95366	0	5.75277	1.52795	0	83.3624
opera_contig_927	0	0	20.2189	4.18393	1.68717	0.102047	3.14659
opera_contig_928	0	1.09872	0	0	0	0	30.3126
opera_contig_929	0	0	0.845813	4.85406	3.52898	0.404909	0.0275371
opera_contig_930	0.0757709	2.20392	5.80215	0	0	0	17.9222
opera_contig_931	0	19.8891	0	0	0	0	342.54
opera_contig_932	0.510303	0.295951	21.4574	4.34752	2.07735	0	2.20907
opera_contig_933	1.86636	31.2807	0	32.8684	34.9447	0.102766	384.397
opera_contig_934	0	1.48005	0	0	0	0	29.2277
opera_contig_935	0	0	0	3.01968	3.94847	0.0455965	0.011243
opera_contig_936	0	1.48353	0	0	0	0	28.2473
opera_contig_937	0	3.10851	0	0	0	0	34.731
opera_contig_938	0	0	21.203	4.10887	2.85696	0	2.33925
opera_contig_939	0	0.439598	1.94812	0	0	0	19.5336
opera_contig_940	0	1.24576	0	0	0	0	30.5029
opera_contig_941	0	0.418821	1.41966	0	0	0	21.8994
opera_contig_942	0	0.736249	3.48873	0	0	0	15.1868
opera_contig_943	0	0	21.7055	4.32657	2.17592	0	1.7763
opera_contig_944	0	0.16171	23.6962	4.84464	1.89248	0	2.03186
opera_contig_945	0	0	20.1189	4.54347	2.58043	0.0529493	2.04522
opera_contig_946	0	0.248491	21.2422	5.17339	1.63616	0.103379	2.66359
opera_contig_947	0.958855	0	0.0265111	4.13892	3.35907	0.0449629	0.0627784
opera_contig_948	0	0.442216	0	0	0	0	32.3533
opera_contig_949	0	1.13738	18.926	3.90559	2.31255	0.105631	2.37542
opera_contig_950	0	0.761561	0	0	0	0	28.7547
opera_contig_951	0	0.206908	24.3652	4.32779	1.87762	0	1.86153
opera_contig_952	0	0.169691	22.5177	4.4301	1.75891	0.152615	3.06798
opera_contig_953	0	0	0	3.5402	3.96903	0.15921	0
opera_contig_954	0	0	0	3.62437	3.06521	0.266809	0
opera_contig_955	0	0.42767	21.6176	4.27766	1.95082	0	2.43441
opera_contig_956	0	0	0	3.3912	3.19052	0.185058	0.0122016
opera_contig_957	0	2.08902	0	0	0	0	20.279
opera_contig_958	0.543283	0.526462	19.7763	5.7868	3.473	0.0531391	2.47193
opera_contig_959	0	0	0	3.28706	4.21621	0.156394	0
opera_contig_960	0	0	21.2197	3.78964	2.50874	0	2.0491
opera_contig_961	0	0.246069	0	0	0	0	30.8319
opera_contig_962	0.691224	0.0405351	0.101034	3.42065	3.03152	0.101236	0.323368
opera_contig_963	0	0	0	3.28901	3.50363	0.147699	0.0902003
opera_contig_964	0	1.64122	0	0	0	0	29.5165
opera_contig_965	0	0	0.007148	1.27534	0.810924	0.0525148	0.0237498
opera_contig_966	0	0	0	3.00435	2.70931	0.159935	0
opera_contig_967	0	0	0	3.61466	3.64623	0.217661	0.0594512
opera_contig_968	0	0	19.6484	4.60467	2.42885	0.108555	2.99551
opera_contig_969	0	1.67808	0	0	0	0	32.7913
opera_contig_970	0	1.13267	10.3882	1.96774	0.657303	0	72.7854
opera_contig_971	0	0	0.0274424	4.24072	4.66762	0.0548847	0.0899012
opera_contig_972	0	2.40177	0.0260688	0	0	0	29.7493
opera_contig_973	0	0.632667	0.425793	0	0	0	32.332
opera_contig_974	1.47898	0	0	26.9412	20.2545	2.94889	2.75199
opera_contig_975	0	0.382571	21.2363	4.13708	2.04108	0	2.36209
opera_contig_976	0	1.02781	23.9109	5.17492	2.47646	0.221114	2.77379
opera_contig_977	0.148848	0	0.0484215	2.47163	2.93812	0.0883207	0.218478
opera_contig_978	0	1.15952	0	0	0	0	22.622
opera_contig_979	0	0	0.00914775	1.14474	1.06554	0.0192219	0.0516829
opera_contig_980	0	0.071365	1.58216	0	0	0	21.5833
opera_contig_981	0	0.0369628	0	3.66756	4.01815	0.159987	0.274326
opera_contig_982	0	1.91971	0	0	0	0	30.1799
opera_contig_983	0	1.09613	20.8844	4.27644	2.50447	0.0556673	2.19942
opera_contig_984	0	0.870751	0.081619	0	0	0	35.8655
opera_contig_985	0.0196166	0	26.2314	3.92927	2.37384	0	2.66528
opera_contig_986	0	0.77576	0	0	0	0	30.5001
opera_contig_987	0	3.30873	0	0	0	0	23.9653
opera_contig_988	0	0	0.0142418	1.75978	1.35764	0.0724501	0.19519
opera_contig_989	0	0.116096	0.0551879	0	0	0	31.7357
opera_contig_990	0	1.07742	0	0	0	0	31.5527
opera_contig_991	0	0.297632	20.7735	3.97012	2.75062	0.0518602	2.8584
opera_contig_992	0	2.24507	0	0	0	0	27.2683
opera_contig_993	0	0	18.9781	4.28808	1.78428	0	1.95957
opera_contig_994	0	0	21.2233	3.84789	2.44782	0.0544465	2.87443
opera_contig_995	0	0.0832009	2.55948	0	0	0	21.14
opera_contig_996	0	1.49886	0	0	0	0	31.4099
opera_contig_997	0	0	0.0284285	4.32192	2.97078	0	0.0769843
opera_contig_998	0	0	0	3.41501	3.35988	0.169629	0
opera_contig_999	0	1.42103	20.3728	4.56939	2.1969	0	2.32805
opera_contig_1000	0	1.64507	0	0	0	0	29.2214
opera_contig_1001	0	1.23435	0	0	0	0	30.0729
opera_contig_1002	0	1.11644	3.97989	0	0	0	21.467
opera_contig_1003	0	0.0358857	20.6801	4.34103	2.14114	0.0306286	2.86857
opera_contig_1004	0	0.819492	0.255205	0	0	0	30.9139
opera_contig_1005	0	0	21.2563	4.38541	1.93485	0	2.57777
opera_contig_1006	0	0	0	3.13593	3.30374	0.389309	0.00688231
opera_contig_1007	0	1.24747	0.028009	0	0	0	29.1481
opera_contig_1008	0	0	20.6738	4.85883	2.11611	0	2.32211
opera_contig_1009	0	2.8176	0	0	0	0	29.0669
opera_contig_1010	0	0	0	3.73596	3.72755	0.171798	0
opera_contig_1011	0	1.73318	0	0	0	0	34.0502
opera_contig_1012	0	1.29495	20.9857	4.38711	2.31978	0.0910036	2.37187
opera_contig_1013	0	0.014711	0	2.61439	2.75953	0	0.0176069
opera_contig_1014	0	0	0.0578752	3.85351	3.39098	0.229529	0
opera_contig_1015	0	0.314836	0.348038	0	0	0	27.2646
opera_contig_1016	14.5655	5.30939	188.21	356.405	422.709	14.2677	131.747
opera_contig_1017	0	0	0	4.71326	3.67791	0.342907	0.0483721
opera_contig_1018	0	0	3.38606	8.89742	8.18091	0.142791	11.9357
opera_contig_1019	0	0	23.8174	4.07802	3.02207	0.0578136	2.61166
opera_contig_1020	0	0.56944	22.9147	5.20007	2.44004	0	2.78308
opera_contig_1021	0.965089	0	0	3.83201	3.96427	0.157919	0.286551
opera_contig_1022	0	0.435501	0	3.89174	0.11693	0	9.22179
opera_contig_1023	0	2.17019	3.97683	0	0	0	17.4918
opera_contig_1024	0	0.193401	21.897	3.53241	2.39573	0	2.69927
opera_contig_1025	0	0	23.4217	4.1891	2.09796	0.0587268	1.85213
opera_contig_1026	10.7607	0.755848	17.7208	78.9587	69.0512	34.1165	17.8493
opera_contig_1027	0	0	22.5583	4.49211	2.13536	0.0588512	3.39148
opera_contig_1028	0	1.6304	5.85035	0	0	0	20.7242
opera_contig_1029	0	0	0	0.87347	1.24359	0.0223449	0.0905253
opera_contig_1030	0	0	20.381	4.4733	2.17876	0.0484405	1.85291
opera_contig_1031	0	0.203691	4.13343	0	0	0	18.1727
opera_contig_1032	0	0	0	1.11489	0.903665	0.0194542	0.025575
opera_contig_1033	0	0.668842	1.28785	0	0	0	19.6646
opera_contig_1034	0	0	19.91	4.48907	1.9981	0.0593965	2.59242
opera_contig_1035	0	2.85259	9.55159	0	0	0	32.3883
opera_contig_1036	0	0	0.14802	0	0	0	16.3103
opera_contig_1037	0.948452	0	25.835	4.29857	2.54952	0.0595238	2.36893
opera_contig_1038	0	1.00012	0.0297938	0	0	0	32.8242
opera_contig_1039	0	2.60856	0.00263032	0	0	0	30.8563
opera_contig_1040	0	0.509091	0.828349	0	0	0	22.4957
opera_contig_1041	0	0.181361	0	0	0	0	31.4359
opera_contig_1042	0	0	0	2.79031	3.98513	0.0599449	0.0902769
opera_contig_1043	0	0	20.6119	4.60211	1.66711	0.0599592	2.42223
opera_contig_1044	0	0	3.68282	0	0	0	19.7637
opera_contig_1045	0	2.07771	0	0	0	0	30.0307
opera_contig_1046	0	0	23.516	3.69318	2.31403	0	2.79757
opera_contig_1047	0.940512	0	0	3.49537	3.04543	0.0600889	0.0355726
opera_contig_1048	0	1.27309	2.80399	0	0	0	20.9159
opera_contig_1049	0	2.16211	0	0	0	0	32.7227
opera_contig_1050	0	0.0417929	0	3.9175	3.50636	0.0605694	0.223864
opera_contig_1051	0	1.50338	0	0	0	0	30.8843
opera_contig_1052	0	0	24.661	5.34115	1.75	0.0604035	2.73967
opera_contig_1053	0.146252	0.354174	3.93346	0	0	0	20.0742
opera_contig_1054	0	0.867326	0.0305139	0	0	0	33.4561
opera_contig_1055	0	1.7219	0.0305474	0	0	0	30.4506
opera_contig_1056	0	0	0.0602469	3.57729	2.645	0.182696	0
opera_contig_1057	0	1.01297	0.0304662	0	0	0	20.2311
opera_contig_1058	0	0.0218084	3.83717	0	0	0	20.0414
opera_contig_1059	0	0	22.3108	3.92796	2.12362	0.0602793	1.73928
opera_contig_1060	0	0	0	3.27147	2.91493	0.192945	0.0265849
opera_contig_1061	0	0	20.494	5.20608	2.60157	0.0605986	1.17713
opera_contig_1062	0	1.68568	0	0	0	0	35.3373
opera_contig_1063	0	0	21.6987	4.84933	2.68147	0	3.24613
opera_contig_1064	0	1.21647	0	3.52655	0.0611845	0	8.14403
opera_contig_1065	0	0	0.0802218	3.65829	3.98004	0	0
opera_contig_1066	0	0	17.3046	4.80587	2.08226	0	1.93426
opera_contig_1067	0	1.20587	23.5311	3.96053	2.30776	0	2.13001
opera_contig_1068	0	0	21.8783	3.97284	2.14727	0.0565362	2.00605
opera_contig_1069	0	1.61867	21.7632	3.39602	1.71746	0	2.6351
opera_contig_1070	0	0	21.965	3.85841	1.83976	0	2.33531
opera_contig_1071	0	0.797946	0	0	0	0	28.1586
opera_contig_1072	0	2.10146	0	0	0	0	32.4166
opera_contig_1073	0	0	0.216226	3.11326	4.31621	0	0.0657487
opera_contig_1074	0	1.556	0.0619568	0	0	0	34.3845
opera_contig_1075	0	0.103453	0	0	0	0	30.1415
opera_contig_1076	0	0	0.205879	3.74106	3.64815	0.356333	0.0985179
opera_contig_1077	0	0	0	2.70128	2.47248	0.0381343	0.0972834
opera_contig_1078	0	0	21.5976	4.28757	2.29741	0	1.92138
opera_contig_1079	0	0.185864	5.21005	0	0	0	22.921
opera_contig_1080	0	0.591391	2.80911	0	0	0	21.5023
opera_contig_1081	0.40776	0	0	3.99962	3.61527	0.0619524	0
opera_contig_1082	0	0	0.0932649	3.21933	4.12193	0	0.264647
opera_contig_1083	0	1.03923	0.0940085	0	0	0	27.687
opera_contig_1084	0	0.790327	0.031407	0	0	0	35.283
opera_contig_1085	95.1936	2.6883	0	108.507	1.29057	0.305157	0
opera_contig_1086	0	0.993704	0	0	0	0	34.2397
opera_contig_1087	0	0	24.2875	4.6512	1.91009	0	2.65523
opera_contig_1088	0	0.097604	36.4304	8.65549	8.81929	0.24691	10.1491
opera_contig_1089	0	0.302552	20.1334	4.13555	1.6305	0	2.45882
opera_contig_1090	17.5843	72.7519	123.008	437.184	332.289	274.873	1192.74
opera_contig_1091	0	2.08803	22.9536	13.7982	8.78173	0.839297	19.6219
opera_contig_1092	0	0	0.189849	2.00114	2.41754	0.238704	1.91153
opera_contig_1093	0	0.816605	21.6583	3.80053	2.29806	0.188837	3.21706
opera_contig_1094	0	2.96042	0	0	0	0	29.5
opera_contig_1095	0.0810159	0	0.0304762	3.77829	4.24013	0.253968	0.109333
opera_contig_1096	0	1.54797	6.4075	0	0	0	18.8201
opera_contig_1097	0	0.440153	0	0	0	0	30.8822
opera_contig_1098	0	0.782792	22.3897	4.47011	2.20943	0	1.99069
opera_contig_1099	0	0	20.4502	4.40123	2.37787	0.111664	2.39957
opera_contig_1100	0	1.46035	0	0	0	0	30.386
opera_contig_1101	0	0.947442	0.404476	0	0	0	32.438
opera_contig_1102	0	0	22.1989	4.33539	2.16968	0	1.75016
opera_contig_1103	1.39854	0.801821	0.701257	30.9755	22.0976	0.223961	28.8443
opera_contig_1104	0	0.484467	0	0	0	0	29.5795
opera_contig_1105	0	0.417416	0	0	0	0	33.6536
opera_contig_1106	0.166345	1.23319	25.3088	5.50945	2.98856	0	2.37126
opera_contig_1107	0	0	0	3.40131	3.01159	0.128235	0.0472512
opera_contig_1108	0	0	19.0444	3.557	2.2642	0.0644081	1.9419
opera_contig_1109	0	1.53711	0.844452	0	0	0	17.5804
opera_contig_1110	0	0	0	3.81465	3.43054	0.186637	0.0350832
opera_contig_1111	0	0.0252936	0	0	0	0	27.8202
opera_contig_1112	0	0	32.5686	4.547	2.9938	0	2.13339
opera_contig_1113	0	0	0	3.5122	3.48406	0.127404	0.0766748
opera_contig_1114	0	1.27778	0	0	0	0	22.8754
opera_contig_1115	0	0.640729	0	0	0	0	28.7521
opera_contig_1116	0	0.107682	21.4017	5.16706	1.81289	0	1.61927
opera_contig_1117	0	0.385177	0.00273544	0	0	0	33.2334
opera_contig_1118	0	1.55824	1.46557	0	0	0	13.2099
opera_contig_1119	0	0	20.6424	4.30596	2.59236	0.0336332	2.0468
opera_contig_1120	0.0781678	0.0922615	5.12006	0	0	0	20.5775
opera_contig_1121	0	1.03054	0.228139	0	0	0	30.9658
opera_contig_1122	0	0	21.5825	4.69843	1.93081	0	1.71305
opera_contig_1123	0	2.19624	4.17507	0	0	0	22.69
opera_contig_1124	0	0	0.0326797	3.98614	4.29255	0	0.0266667
opera_contig_1125	0	0.114977	22.7393	4.42956	2.20039	0.0977109	2.64343
opera_contig_1126	0	2.02786	3.95487	0	0	0	21.2077
opera_contig_1127	0	0	0	2.41071	3.30374	0.103692	0.0146635
opera_contig_1128	0	0.0573599	2.31024	0	0	0	21.3198
opera_contig_1129	0	1.21585	0	0	0	0	29.3394
opera_contig_1130	0	1.83225	0.071317	0	0	0	29.1022
opera_contig_1131	0	3.08809	0.0588158	0	0	0	33.3524
opera_contig_1132	0	0.937821	0.032802	0	0	0	29.7162
opera_contig_1133	0	3.01067	0	0	0	0	33.3706
opera_contig_1134	0	0	1.86819	0	0	0	23.4619
opera_contig_1135	0	0.114784	0	0	0	0	25.7159
opera_contig_1136	0.336556	0	0	3.10026	3.78265	0.186623	0.0357616
opera_contig_1137	0	1.01031	0	0	0	0	22.0243
opera_contig_1138	0	0	0.0665336	3.10712	2.3678	0	0.0497671
opera_contig_1139	0.030513	0	0.0331779	3.37735	3.90193	0.173085	0.109527
opera_contig_1140	0	0.460718	5.40696	0	0	0	19.0982
opera_contig_1141	0	0	19.004	5.52238	2.12816	0	2.04089
opera_contig_1142	0	0.935954	0	0	0	0	32.2309
opera_contig_1143	0.335344	0	0.0423959	2.27825	2.45888	0	0.164061
opera_contig_1144	0	1.25013	7.37904	0	0	0	18.2001
opera_contig_1145	0	0.072417	20.9319	5.00457	2.53245	0.132608	2.50799
opera_contig_1146	0	1.68758	5.70411	0	0	0	20.1647
opera_contig_1147	0	1.25474	22.6897	4.07165	2.93319	0	2.65909
opera_contig_1148	0.567182	0	0	3.97633	4.28541	0.325488	0.0786819
opera_contig_1149	0	0.135495	4.72901	0	0	0	20.1024
opera_contig_1150	0	1.60485	0.0615688	0	0	0	26.4715
opera_contig_1151	0	0.489132	3.54259	0	0	0	17.3183
opera_contig_1152	0	0	2.4809	0	0	0	20.7176
opera_contig_1153	0	0	0	3.60807	3.99865	0.202106	0.0832996
opera_contig_1154	0	1.84216	0.00567108	0	0	0	32.5541
opera_contig_1155	0	1.13477	0	0	0	0	33.261
opera_contig_1156	0	0	0.0672973	3.75824	2.64595	0.0668919	0
opera_contig_1157	0	0.141659	19.7046	4.34542	2.82289	0	2.0713
opera_contig_1158	0	0	0	2.8044	2.63282	0.269852	0.085245
opera_contig_1159	0	0.187127	0	0	0	0	31.763
opera_contig_1160	0	0.41712	4.4587	0	0	0	20.1683
opera_contig_1161	0	1.67084	0	0	0	0	28.0564
opera_contig_1162	0	0	0.0220707	3.06792	2.1405	0.0897183	0.0962677
opera_contig_1163	0	0.385644	3.45988	0	0	0	22.3275
opera_contig_1164	0	0.210368	0	0	0	0	21.0191
opera_contig_1165	0	1.21848	0	0	0	0	30.875
opera_contig_1166	0	0	21.6631	3.92621	2.31463	0	2.40763
opera_contig_1167	0	0	25.1774	4.19486	2.23771	0	2.37201
opera_contig_1168	0	1.20936	0	0	0	0	30.8259
opera_contig_1169	0.0940253	0	0.412307	31.534	38.9178	4.1758	0.510738
opera_contig_1170	0	0	19.8105	4.07601	1.60615	0.0688371	3.45827
opera_contig_1171	0	1.61733	0	1.15405	2.05888	0.0821092	7.53396
opera_contig_1172	0	0.0164116	0.105215	3.01692	2.47422	0.100685	0.0685663
opera_contig_1173	0	2.70954	0.0114799	0	0	0	29.6369
opera_contig_1174	0	0.683868	0.55285	0	0	0	20.7708
opera_contig_1175	0	0.197093	22.794	5.81163	2.33633	0.0542561	3.20415
opera_contig_1176	0	1.54239	3.94616	0	0	0	19.0669
opera_contig_1177	0	0	0	3.75257	3.97058	0.137663	0
opera_contig_1178	0	0.74701	21.7555	5.04798	2.88637	0.0133519	1.99833
opera_contig_1179	0	0.846518	0	0	0	0	30.6634
opera_contig_1180	0	0	0	3.62205	3.46898	0.184442	0.0947999
opera_contig_1181	0	0.821175	0.0696052	0	0	0	16.3843
opera_contig_1182	0.301437	0	0	3.16167	3.94937	0.0633282	3.70847
opera_contig_1183	0	2.64711	0.104498	0	0	0	31.7189
opera_contig_1184	0	0	0	1.2268	0.979867	0	0.0709681
opera_contig_1185	0	0	0	3.35344	4.05007	0.140112	0.0389902
opera_contig_1186	0	2.39933	0.0349376	0	0	0	30.6589
opera_contig_1187	0	1.49052	0	0	0	0	35.9318
opera_contig_1188	0	0.809959	0.0351667	0	0	0	28.9709
opera_contig_1189	0	0	20.6554	4.62751	1.95752	0.140385	2.87692
opera_contig_1190	0	0.975331	0.0349591	0	0	0	21.1565
opera_contig_1191	0	0	25.0172	3.37951	3.23335	0.0699774	3.70231
opera_contig_1192	0	2.52464	0	0	0	0	30.3819
opera_contig_1193	0	1.01003	6.95252	0	0	0	22.5275
opera_contig_1194	0	0.807387	3.56906	0.0353807	0	0	21.3169
opera_contig_1195	0.664449	0	0	3.61605	2.46533	0.126097	0
opera_contig_1196	0	1.32886	0	0	0	0	22.3322
opera_contig_1197	0	0	22.6166	4.73892	2.08906	0	1.81467
opera_contig_1198	0	0	0	3.07688	3.54948	0.134504	0.0471471
opera_contig_1199	0.939093	0.714448	0.812748	34.5691	20.9518	0.317847	26.4698
opera_contig_1200	0	1.69146	0	0	0	0	30.9575
opera_contig_1201	0	0.411565	3.52948	0	0	0	19.7864
opera_contig_1202	0	0	3.15067	0	0	0	20.3148
opera_contig_1203	0	0.177582	20.2546	3.99034	2.25458	0.0602358	1.85097
opera_contig_1204	0	0	0	3.85647	3.32159	0.279523	0.048316
opera_contig_1205	0	0.693161	0.141334	0	0	0	14.1918
opera_contig_1206	0	0	0	0	0	0	34.3104
opera_contig_1207	0	0	20.7275	5.09059	2.6944	0	2.55347
opera_contig_1208	0	0	0	3.88682	4.11874	0.139949	0.0254841
opera_contig_1209	0	0	20.1646	4.17884	1.54193	0	1.61295
opera_contig_1210	0	0.869739	0	0	0	0	32.2746
opera_contig_1211	0	0	0.00299743	3.88267	3.25164	0.142449	0.0421068
opera_contig_1212	0	2.64909	3.9454	0	0	0	23.182
opera_contig_1213	0	0	0	0	0	0	29.9526
opera_contig_1214	0	1.94154	0	0	0	0	19.4722
opera_contig_1215	0	0.341261	4.7745	0	0	0	21.0007
opera_contig_1216	2.2276	1.46349	0	55.2449	42.4351	0.689586	33.476
opera_contig_1217	0.887723	0	0	3.14376	3.50058	0.143473	0.0149511
opera_contig_1218	0	1.12664	2.7108	0	0	0	20.3593
opera_contig_1219	0.554048	0	0	3.98817	3.65709	0.0473373	0.197142
opera_contig_1220	0	0.555507	0	0	0	0	27.7445
opera_contig_1221	0	13.0953	3.49221	0	0	0	214.166
opera_contig_1222	0	0	0.0360191	4.90945	4.12513	0.0723275	0.180963
opera_contig_1223	0	2.30386	0	0	0	0	29.0697
opera_contig_1224	0	1.48029	2.70768	0	0	0	20.0786
opera_contig_1225	0	0.91103	5.64601	0	0	0	20.0965
opera_contig_1226	0	0.526644	5.02512	0	0	0	18.4585
opera_contig_1227	14.8371	53.414	103.258	350.893	279.234	154.657	891.029
opera_contig_1228	0	0.080029	22.1429	4.18794	2.59608	0	2.54408
opera_contig_1229	0	0.320842	4.83776	0	0	0	20.2501
opera_contig_1230	0	0	0	2.98882	3.36354	0.215396	0.0675381
opera_contig_1231	0	0	19.8907	3.63291	1.08992	0	3.19193
opera_contig_1232	0	0.678473	7.43667	0	0	0	20.5193
opera_contig_1233	0	1.63461	0	0	0	0	29.7525
opera_contig_1234	0	0	23.4523	4.33158	1.30807	0	2.13126
opera_contig_1235	0	0	0.254676	5.26023	3.35199	0.291935	0.177382
opera_contig_1236	0	0	18.6624	3.74072	2.54049	0.071178	2.43861
opera_contig_1237	8.04413	56.7836	128.346	162.18	124.933	184.545	1242.98
opera_contig_1238	0	2.01618	0	0	0	0	28.2408
opera_contig_1239	18.1497	83.8202	154.011	580.89	440.891	862.092	1440.03
opera_contig_1240	0	0	3.51529	0	0	0	21.2734
opera_contig_1241	0	1.38594	2.11317	0	0	0	18.8892
opera_contig_1242	0.94896	0.127452	1.71943	26.0065	21.5387	0.2344	32.429
opera_contig_1243	0	0.849174	21.3323	4.7165	1.74808	0	2.61821
opera_contig_1244	0	0.720425	0.661202	0	0	0	33.4095
opera_contig_1245	0	0.292996	4.43366	0	0	0	20.9901
opera_contig_1246	0	0.238264	0.00340589	0	0	0	31.4158
opera_contig_1247	0	0.295036	5.88065	0	0	0	19.1217
opera_contig_1248	0	0.0646552	3.63793	0	0	0	18.7111
opera_contig_1249	0.870315	0.380874	0.623885	3.03302	2.3544	0.0733195	1.11377
opera_contig_1250	0	1.70423	0	0	0	0	34.7221
opera_contig_1251	0	1.08923	0.0743334	0	0	0	28.7289
opera_contig_1252	0	0	0	3.42874	3.24866	0.0743888	0
opera_contig_1253	0	0.254958	2.85433	0	0	0	18.9092
opera_contig_1254	0	0.0309094	19.6255	4.62207	1.70748	0.149022	1.85829
opera_contig_1255	0	0	0.0746938	3.75545	2.08739	0	0.0319689
opera_contig_1256	0	0	21.5527	4.56359	2.38275	0.0747272	2.2049
opera_contig_1257	0	0	0	3.522	3.15893	0.201736	0.0444478
opera_contig_1258	0	0	2.0081	0	0	0	20.97
opera_contig_1259	0	0	23.5261	3.56877	1.7485	0	2.08198
opera_contig_1260	0	0.56997	19.2123	3.78844	2.50405	0.0750751	2.14174
opera_contig_1261	0	0	0	2.12576	2.14676	0.0423442	0
opera_contig_1262	0	0	21.0755	5.24959	3.18223	0	2.11908
opera_contig_1263	0	0	0	0	0	0	30.334
opera_contig_1264	0	1.19479	0	0	0	0	30.5844
opera_contig_1265	0	0.679626	3.4343	0	0	0	22.2307
opera_contig_1266	0	1.7399	3.81137	0	0	0	22.9664
opera_contig_1267	0	0.119457	2.40181	0	0	0	20.8437
